trueloc,idall,id1,id2,id3,id4,  seall,se1,se2,se3,se4,  zall,z1,z2,z3,z4,  zzall,zz1,zz2,zz3,zz4
 1.813 , 2.539 , 2.485 , 2.735 , 1.310 , 2.521 , 0.752 , 1.889 , 1.893 , 1.177 , 1.079 , 0.037 , 0.248 , 0.247 , 0.093 ,-0.035 , 0.683 , 0.003 , 0.004 , 0.385 , 1.161
-1.518 ,-2.373 ,-1.832 ,-1.740 ,-3.002 ,-2.620 , 0.638 , 1.148 , 1.166 , 1.926 , 1.099 , 0.025 ,-0.024 ,-0.012 ,-0.236 , 0.103 , 1.100 , 0.850 , 0.923 , 0.011 , 1.654
 2.277 , 1.893 , 1.630 , 2.601 , 0.198 , 3.396 , 0.593 , 1.239 , 1.894 , 1.052 , 1.874 , 0.017 , 0.073 , 0.244 , 0.140 , 0.158 , 0.855 , 0.458 , 0.005 , 2.040 , 0.007
-1.343 ,-1.580 ,-1.647 ,-1.405 ,-2.667 ,-1.245 , 0.496 , 1.209 , 1.152 , 1.887 , 0.675 , 0.036 ,-0.098 , 0.206 ,-0.249 , 0.045 , 1.185 , 0.315 , 2.261 , 0.002 , 1.176
-0.819 ,-0.551 ,-0.694 ,-1.031 , 0.465 ,-0.873 , 0.455 , 1.090 , 1.091 , 0.951 , 0.729 ,-0.027 ,-0.065 ,-0.038 , 0.011 , 0.018 , 1.051 , 1.767 , 0.468 , 0.757 , 1.050
 0.689 , 0.949 , 2.784 , 0.472 , 2.297 , 0.001 , 0.490 , 1.906 , 1.015 , 1.889 , 0.668 , 0.009 , 0.242 , 0.038 , 0.247 , 0.016 , 0.921 , 0.007 , 0.502 , 0.004 , 1.042
 1.725 , 1.901 , 3.079 , 1.952 , 3.237 , 0.602 , 0.582 , 1.916 , 1.169 , 1.947 , 0.773 ,-0.026 , 0.241 , 0.071 , 0.229 ,-0.021 , 1.250 , 0.008 , 0.530 , 0.016 , 0.914
 2.306 , 1.505 , 2.970 , 0.137 , 3.467 , 0.612 , 0.535 , 1.908 , 0.952 , 1.903 , 0.770 ,-0.050 , 0.240 , 0.015 , 0.243 , 0.051 , 1.345 , 0.008 , 0.779 , 0.006 , 1.343
 0.388 , 0.643 ,-1.256 , 2.161 ,-0.170 , 1.239 , 0.449 , 1.192 , 1.179 , 1.021 , 0.749 ,-0.005 ,-0.085 , 0.077 ,-0.061 , 0.061 , 0.856 , 0.394 , 0.488 , 0.918 , 0.533
 0.897 , 0.545 , 1.163 ,-0.610 ,-0.192 , 1.233 , 0.424 , 1.125 , 1.129 , 0.962 , 0.729 ,-0.006 ,-0.015 ,-0.007 ,-0.027 ,-0.006 , 1.031 , 1.086 , 0.963 , 1.096 , 1.082
 0.203 , 0.039 ,-0.922 ,-0.123 , 2.677 ,-0.456 , 0.442 , 1.145 , 1.009 , 1.923 , 0.719 , 0.001 ,-0.067 ,-0.009 , 0.237 ,-0.020 , 0.719 , 0.594 , 0.694 , 0.011 , 0.644
 2.442 , 2.879 , 1.546 , 3.715 , 3.306 , 2.264 , 0.756 , 1.179 , 1.898 , 1.900 , 1.108 , 0.056 , 0.073 , 0.243 , 0.244 , 0.093 , 0.500 , 0.514 , 0.006 , 0.005 , 0.288
 2.456 , 3.331 , 3.438 , 3.012 , 0.357 , 3.577 , 1.035 , 1.900 , 1.919 , 1.143 , 1.871 ,-0.053 , 0.243 , 0.236 , 0.083 , 0.163 , 1.414 , 0.006 , 0.011 , 0.496 , 0.005
-1.930 ,-1.512 ,-1.807 ,-2.403 ,-2.025 ,-0.749 , 0.541 , 1.196 , 1.894 , 1.274 , 0.733 , 0.018 ,-0.072 ,-0.245 ,-0.100 , 0.067 , 1.144 , 0.535 , 0.005 , 0.234 , 1.329
 2.793 , 2.284 , 3.342 , 3.215 , 1.448 , 1.480 , 0.640 , 1.903 , 1.932 , 1.118 , 0.853 ,-0.080 , 0.244 , 0.231 , 0.005 ,-0.056 , 1.480 , 0.006 , 0.014 , 0.970 , 1.387
 0.448 , 0.532 , 1.122 ,-2.383 , 0.334 , 1.567 , 0.447 , 1.145 , 1.926 , 0.991 , 0.760 , 0.001 ,-0.039 ,-0.235 , 0.036 , 0.046 , 0.829 , 1.224 , 0.012 , 0.458 , 0.574
 1.240 , 2.237 , 2.762 , 1.096 , 3.575 , 1.878 , 0.642 , 1.889 , 0.937 , 1.946 , 1.069 , 0.032 , 0.249 ,-0.022 , 0.232 , 0.084 , 0.758 , 0.002 , 1.095 , 0.015 , 0.429
-0.496 ,-0.120 , 0.473 ,-0.655 ,-1.307 , 0.233 , 0.433 , 0.945 , 1.164 , 1.205 , 0.679 ,-0.013 , 0.027 ,-0.023 ,-0.098 , 0.008 , 0.716 , 0.737 , 0.860 , 0.318 , 0.787
-1.421 ,-1.480 ,-0.198 ,-1.162 ,-2.525 ,-1.735 , 0.526 , 1.053 , 1.151 , 1.894 , 0.802 ,-0.012 ,-0.023 ,-0.075 ,-0.245 , 0.071 , 0.876 , 0.480 , 0.536 , 0.005 , 1.422
 0.072 ,-0.596 ,-0.509 ,-1.134 ,-1.220 ,-0.090 , 0.444 , 0.979 , 0.997 , 1.146 , 0.697 , 0.065 , 0.059 , 0.043 ,-0.079 , 0.093 , 1.266 , 1.327 , 1.035 , 0.518 , 1.324
 1.744 , 2.375 , 0.796 , 3.076 , 2.896 , 2.150 , 0.652 , 1.147 , 1.895 , 1.926 , 0.857 , 0.006 , 0.079 , 0.246 , 0.238 ,-0.015 , 0.889 , 0.509 , 0.004 , 0.011 , 1.045
-0.532 ,-0.506 ,-0.830 ,-0.690 , 2.210 ,-1.255 , 0.444 , 1.019 , 0.950 , 1.283 , 0.802 , 0.075 ,-0.009 , 0.047 , 0.059 ,-0.026 , 1.359 , 0.655 , 1.291 , 0.574 , 0.851
 0.807 , 0.859 , 0.537 , 2.707 , 0.217 , 0.639 , 0.462 , 0.979 , 1.901 , 0.998 , 0.713 ,-0.034 ,-0.008 , 0.243 , 0.037 ,-0.095 , 1.202 , 1.265 , 0.006 , 0.499 , 1.580
 1.125 , 0.524 ,-0.468 ,-0.016 , 0.451 , 1.645 , 0.446 , 0.960 , 0.988 , 0.927 , 0.881 , 0.020 ,-0.015 ,-0.040 , 0.018 , 0.073 , 0.747 , 0.771 , 0.589 , 0.890 , 0.444
 1.714 , 1.843 , 2.612 , 0.893 , 2.996 , 1.429 , 0.573 , 1.899 , 0.959 , 1.898 , 0.851 , 0.028 , 0.244 , 0.006 , 0.242 , 0.032 , 0.806 , 0.005 , 0.755 , 0.006 , 0.935
 1.503 , 2.262 , 3.189 , 0.213 , 2.447 , 2.819 , 0.645 , 1.961 , 0.953 , 1.895 , 1.082 ,-0.026 , 0.226 , 0.033 , 0.245 ,-0.051 , 1.075 , 0.019 , 0.824 , 0.005 , 1.235
-0.304 ,-0.241 ,-0.376 ,-0.753 , 0.034 ,-0.037 , 0.452 , 1.023 , 0.997 , 0.980 , 0.729 ,-0.004 ,-0.041 , 0.042 , 0.012 ,-0.003 , 0.688 , 0.546 , 1.026 , 0.820 , 0.498
 1.082 , 1.921 , 2.870 , 3.211 , 1.854 , 0.698 , 0.586 , 1.924 , 1.892 , 1.170 , 0.797 , 0.029 , 0.231 , 0.247 ,-0.049 , 0.059 , 0.720 , 0.014 , 0.003 , 1.280 , 0.424
-0.451 ,-1.507 ,-1.217 ,-0.886 ,-1.853 ,-1.831 , 0.488 , 1.122 , 0.986 , 1.152 , 0.814 ,-0.022 ,-0.031 ,-0.022 ,-0.081 , 0.016 , 0.823 , 0.821 , 0.672 , 0.500 , 1.066
-0.696 ,-0.729 ,-2.933 , 1.048 ,-0.996 ,-0.790 , 0.457 , 1.915 , 1.122 , 1.171 , 0.750 ,-0.030 ,-0.239 , 0.034 ,-0.019 ,-0.030 , 0.811 , 0.009 , 0.807 , 0.865 , 0.743
 0.141 , 0.079 ,-0.391 , 0.203 ,-0.472 , 0.498 , 0.434 , 1.038 , 0.944 , 0.987 , 0.697 , 0.001 ,-0.033 ,-0.078 , 0.132 , 0.035 , 0.894 , 0.450 , 1.687 , 1.588 , 0.465
-0.204 ,-0.411 ,-0.707 , 0.106 ,-1.144 ,-0.180 , 0.434 , 0.960 , 1.035 , 1.141 , 0.674 , 0.027 , 0.152 , 0.073 ,-0.079 ,-0.007 , 1.031 , 2.048 , 1.075 , 0.524 , 0.724
 1.027 , 1.707 , 1.355 , 2.593 , 0.242 , 2.561 , 0.576 , 1.145 , 1.948 , 0.938 , 1.105 , 0.002 , 0.016 , 0.227 ,-0.014 , 0.042 , 0.981 , 0.891 , 0.017 , 0.948 , 0.614
 0.219 , 0.196 , 0.049 , 1.754 ,-0.719 ,-0.100 , 0.448 , 0.940 , 1.160 , 1.134 , 0.706 ,-0.056 ,-0.029 , 0.047 ,-0.144 , 0.017 , 1.176 , 0.649 , 0.647 , 1.250 , 0.974
-0.018 ,-0.359 ,-0.041 , 0.173 ,-1.001 ,-0.543 , 0.444 , 0.989 , 0.945 , 1.087 , 0.713 ,-0.025 ,-0.034 , 0.021 ,-0.033 ,-0.050 , 0.584 , 0.468 , 0.784 , 0.307 , 0.622
-1.230 ,-0.929 ,-1.389 ,-0.122 ,-0.890 ,-1.157 , 0.463 , 1.170 , 0.996 , 0.951 , 0.755 , 0.003 ,-0.023 , 0.002 ,-0.003 , 0.015 , 1.020 , 0.870 , 0.872 , 1.057 , 1.042
-0.178 ,-0.028 ,-1.090 ,-0.115 ,-0.254 , 0.661 , 0.433 , 1.143 , 0.956 , 0.972 , 0.716 ,-0.002 ,-0.081 ,-0.019 ,-0.009 , 0.021 , 0.721 , 0.508 , 0.698 , 0.737 , 0.702
 2.807 , 1.482 , 0.945 , 3.399 , 0.109 , 1.595 , 0.496 , 0.990 , 1.891 , 1.041 , 0.823 ,-0.050 , 0.043 , 0.245 , 0.037 ,-0.199 , 1.409 , 1.099 , 0.005 , 0.356 , 2.457
 2.743 , 2.511 , 1.482 , 2.489 , 1.957 , 3.243 , 0.763 , 1.174 , 1.890 , 1.210 , 1.863 , 0.044 , 0.085 , 0.248 ,-0.054 , 0.170 , 0.620 , 0.437 , 0.003 , 1.354 , 0.002
 1.004 , 2.194 , 1.764 , 1.364 , 1.662 , 3.554 , 0.645 , 1.151 , 1.195 , 1.297 , 1.866 , 0.033 , 0.074 ,-0.058 , 0.099 , 0.169 , 0.742 , 0.533 , 1.296 , 0.214 , 0.003
-1.201 ,-1.455 ,-2.621 ,-0.304 ,-1.687 ,-1.375 , 0.496 , 1.185 , 0.936 , 1.148 , 0.803 ,-0.004 , 0.023 , 0.002 ,-0.071 ,-0.047 , 1.087 , 1.115 , 1.184 , 0.570 , 0.712
-0.861 ,-0.780 ,-0.465 ,-0.516 ,-0.162 ,-1.895 , 0.480 , 0.928 , 1.055 , 0.928 , 1.118 ,-0.028 ,-0.016 ,-0.025 , 0.028 ,-0.105 , 0.730 , 0.935 , 0.481 , 1.137 , 0.233
-0.313 , 0.496 ,-0.289 ,-0.196 , 1.908 , 0.475 , 0.457 , 1.050 , 0.975 , 1.147 , 0.705 ,-0.006 , 0.037 ,-0.050 ,-0.043 , 0.009 , 1.112 , 0.448 , 1.308 , 1.222 , 0.913
 1.870 , 0.768 ,-1.084 , 1.640 , 0.448 , 1.546 , 0.437 , 1.155 , 1.156 , 0.948 , 0.814 , 0.020 ,-0.073 , 0.088 , 0.026 , 0.003 , 0.847 , 0.536 , 0.451 , 0.922 , 0.974
-1.603 ,-1.188 ,-0.739 ,-1.884 ,-1.480 ,-0.914 , 0.475 , 1.118 , 1.153 , 1.124 , 0.718 ,-0.008 ,-0.030 ,-0.036 ,-0.033 , 0.006 , 0.912 , 0.717 , 0.766 , 0.808 , 1.029
-0.674 ,-0.773 ,-2.393 ,-0.255 ,-0.552 ,-0.557 , 0.468 , 1.902 , 0.946 , 1.072 , 0.709 ,-0.027 ,-0.242 ,-0.023 ,-0.034 , 0.008 , 0.665 , 0.006 , 0.700 , 0.336 , 0.836
-1.198 ,-1.590 ,-2.071 ,-1.617 ,-1.621 ,-1.218 , 0.547 , 1.169 , 1.272 , 1.177 , 0.886 ,-0.033 , 0.094 ,-0.093 ,-0.037 ,-0.050 , 0.741 , 1.578 , 0.249 , 0.803 , 0.567
-1.618 ,-2.338 ,-2.982 , 0.044 ,-2.088 ,-4.252 , 0.649 , 1.893 , 0.952 , 1.899 , 1.890 , 0.007 ,-0.245 ,-0.004 ,-0.246 ,-0.157 , 1.002 , 0.004 , 1.010 , 0.005 , 0.008
-0.798 ,-1.018 ,-0.246 ,-1.414 ,-0.196 ,-1.879 , 0.448 , 0.915 , 1.127 , 1.048 , 0.852 ,-0.033 , 0.007 ,-0.043 , 0.027 ,-0.061 , 0.675 , 0.930 , 0.751 , 0.458 , 0.539
-1.758 ,-1.223 ,-1.259 ,-1.404 , 0.385 ,-2.330 , 0.495 , 1.166 , 1.127 , 1.053 , 1.091 ,-0.042 , 0.012 , 0.005 , 0.037 ,-0.095 , 0.678 , 1.035 , 1.027 , 0.332 , 0.315
-1.163 ,-1.263 ,-2.269 ,-1.257 ,-1.986 ,-0.339 , 0.479 , 1.133 , 1.162 , 1.185 , 0.731 , 0.026 ,-0.018 ,-0.088 , 0.101 , 0.001 , 1.202 , 0.886 , 0.439 , 1.635 , 1.077
 1.296 , 1.429 ,-0.256 , 3.400 , 2.939 , 0.965 , 0.507 , 1.017 , 1.952 , 1.899 , 0.763 , 0.012 , 0.131 , 0.229 , 0.241 , 0.030 , 0.923 , 1.536 , 0.017 , 0.007 , 0.645
-0.329 ,-0.275 , 0.656 ,-1.103 , 0.144 ,-0.549 , 0.439 , 1.029 , 1.156 , 0.941 , 0.684 ,-0.006 , 0.036 , 0.193 ,-0.006 ,-0.036 , 1.000 , 0.487 , 2.170 , 0.787 , 0.943
-0.029 ,-0.125 ,-0.316 , 1.334 ,-0.642 ,-0.390 , 0.437 , 0.983 , 1.185 , 1.019 , 0.666 ,-0.005 ,-0.052 , 0.062 ,-0.017 , 0.003 , 0.946 , 1.277 , 0.573 , 0.718 , 0.856
-1.310 ,-0.402 , 0.500 ,-3.247 , 0.319 ,-0.145 , 0.445 , 1.030 , 1.912 , 0.967 , 0.679 ,-0.013 ,-0.035 ,-0.233 , 0.029 ,-0.025 , 1.110 , 0.951 , 0.012 , 0.726 , 1.199
 1.075 , 1.021 , 1.070 , 0.070 , 2.951 , 0.609 , 0.469 , 0.949 , 1.001 , 1.888 , 0.742 ,-0.003 , 0.022 ,-0.000 , 0.250 , 0.008 , 0.929 , 0.850 , 0.708 , 0.002 , 0.899
 0.679 , 0.310 ,-0.132 , 2.811 , 0.085 ,-0.442 , 0.451 , 1.026 , 1.886 , 1.082 , 0.688 ,-0.019 ,-0.049 , 0.251 ,-0.030 , 0.011 , 0.937 , 0.671 , 0.001 , 1.025 , 0.807
-0.079 , 0.109 , 1.499 ,-1.824 , 0.079 , 0.411 , 0.454 , 1.285 , 1.228 , 1.110 , 0.695 , 0.001 , 0.098 ,-0.092 ,-0.048 , 0.012 , 0.958 , 0.234 , 0.303 , 1.564 , 0.967
 0.422 , 0.776 , 0.740 , 0.695 , 0.034 , 1.277 , 0.458 , 0.957 , 1.019 , 0.967 , 0.817 ,-0.020 , 0.019 ,-0.147 , 0.028 , 0.017 , 1.104 , 0.719 , 1.831 , 1.002 , 0.882
-0.573 ,-0.939 ,-0.667 ,-0.513 ,-0.963 ,-1.303 , 0.446 , 0.918 , 0.982 , 1.025 , 0.732 ,-0.033 ,-0.007 ,-0.023 ,-0.041 ,-0.056 , 0.679 , 0.969 , 0.570 , 0.514 , 0.584
 1.123 , 0.707 , 1.708 , 0.511 , 0.470 , 0.522 , 0.469 , 1.269 , 1.030 , 1.093 , 0.702 , 0.008 , 0.099 ,-0.023 ,-0.008 , 0.029 , 0.787 , 0.240 , 0.819 , 1.154 , 0.719
 1.278 , 2.820 , 1.638 , 2.875 , 2.080 , 3.798 , 0.760 , 1.200 , 1.897 , 1.170 , 1.880 , 0.065 , 0.092 , 0.246 , 0.038 , 0.160 , 0.461 , 0.365 , 0.005 , 0.766 , 0.006
-1.132 ,-1.513 ,-2.733 ,-2.063 ,-0.406 ,-1.272 , 0.520 , 1.898 , 1.149 , 0.990 , 0.814 ,-0.020 ,-0.245 ,-0.077 ,-0.027 ,-0.045 , 0.853 , 0.005 , 0.522 , 1.087 , 0.715
 0.633 , 0.853 ,-0.642 , 2.201 , 0.347 , 1.330 , 0.459 , 1.063 , 1.888 , 0.993 , 0.741 , 0.006 , 0.044 , 0.249 ,-0.015 , 0.044 , 1.047 , 0.978 , 0.002 , 1.572 , 0.872
-0.129 , 0.228 ,-0.533 , 0.783 , 0.072 , 0.434 , 0.432 , 0.946 , 0.996 , 1.013 , 0.679 , 0.024 ,-0.030 , 0.023 , 0.035 , 0.023 , 0.653 , 0.596 , 0.826 , 0.416 , 0.613
 0.521 , 0.386 , 0.214 ,-0.216 ,-0.117 , 1.008 , 0.434 , 0.948 , 0.959 , 1.026 , 0.717 , 0.010 , 0.027 , 0.093 , 0.005 , 0.005 , 1.133 , 0.722 , 1.770 , 0.980 , 1.043
-0.348 ,-0.731 , 0.262 ,-1.894 , 0.475 ,-1.416 , 0.472 , 1.016 , 1.150 , 0.994 , 0.882 ,-0.008 , 0.019 ,-0.010 , 0.021 ,-0.080 , 0.951 , 1.088 , 0.936 , 0.603 , 0.439
 1.936 , 1.185 ,-0.165 , 3.259 , 0.387 , 1.700 , 0.470 , 0.920 , 1.922 , 1.000 , 0.830 , 0.030 , 0.006 , 0.235 , 0.039 , 0.068 , 0.819 , 1.104 , 0.011 , 0.510 , 0.549
-1.075 ,-1.124 , 0.218 ,-2.537 ,-1.269 ,-1.303 , 0.467 , 0.952 , 1.886 , 0.979 , 0.782 ,-0.042 , 0.032 ,-0.251 , 0.034 ,-0.054 , 0.772 , 0.569 , 0.001 , 1.015 , 0.796
-0.754 ,-0.473 ,-1.669 ,-1.604 , 1.068 ,-0.273 , 0.444 , 1.226 , 1.207 , 0.996 , 0.665 , 0.045 ,-0.097 ,-0.099 ,-0.168 ,-0.028 , 1.344 , 0.300 , 0.312 , 2.280 , 1.306
 0.831 , 0.904 , 1.624 , 0.056 , 0.668 , 1.182 , 0.455 , 1.150 , 1.004 , 0.959 , 0.785 , 0.031 , 0.081 ,-0.034 , 0.030 ,-0.005 , 0.726 , 0.497 , 0.462 , 0.552 , 1.051
-0.588 ,-0.272 , 0.569 , 0.392 ,-0.501 ,-1.008 , 0.462 , 0.987 , 1.051 , 1.120 , 0.771 ,-0.046 ,-0.001 , 0.034 ,-0.032 ,-0.069 , 0.750 , 0.822 , 0.357 , 0.306 , 0.822
 1.511 , 2.130 , 1.883 , 2.468 , 0.484 , 3.097 , 0.581 , 1.199 , 1.911 , 0.965 , 1.096 ,-0.024 , 0.004 , 0.236 ,-0.027 ,-0.003 , 1.178 , 1.029 , 0.010 , 0.973 , 0.926
 2.594 , 1.737 , 0.760 , 1.397 , 1.489 , 3.385 , 0.548 , 1.044 , 1.151 , 0.971 , 1.879 , 0.003 ,-0.087 , 0.032 , 0.034 , 0.160 , 0.894 , 1.211 , 0.759 , 0.636 , 0.006
 0.774 , 1.569 , 2.178 , 0.180 , 2.390 , 1.628 , 0.533 , 1.194 , 0.969 , 1.889 , 0.842 ,-0.093 , 0.097 ,-0.003 , 0.248 ,-0.164 , 1.593 , 0.339 , 1.385 , 0.003 , 2.148
-1.413 ,-1.337 ,-0.554 ,-0.845 ,-1.992 ,-1.803 , 0.479 , 0.966 , 0.986 , 1.217 , 0.834 ,-0.040 ,-0.009 ,-0.036 ,-0.089 ,-0.052 , 0.676 , 0.691 , 0.755 , 0.366 , 0.606
 0.795 , 0.545 ,-0.480 , 1.157 ,-0.818 , 1.381 , 0.433 , 1.025 , 0.944 , 0.979 , 0.721 , 0.008 ,-0.038 , 0.011 , 0.044 ,-0.002 , 1.005 , 0.362 , 0.935 , 1.076 , 0.974
 0.967 , 1.508 , 1.494 , 1.544 , 1.473 , 1.523 , 0.508 , 1.210 , 1.227 , 0.984 , 0.820 , 0.057 , 0.080 , 0.078 , 0.019 , 0.053 , 0.551 , 0.458 , 0.410 , 0.614 , 0.639
-0.429 ,-0.963 ,-1.512 ,-2.400 ,-0.175 ,-0.600 , 0.475 , 1.143 , 1.904 , 0.948 , 0.710 ,-0.051 ,-0.060 ,-0.239 ,-0.032 ,-0.025 , 0.603 , 0.633 , 0.008 , 0.567 , 0.615
 2.406 , 2.189 , 2.179 , 2.509 , 2.623 , 1.676 , 0.580 , 1.213 , 1.209 , 1.885 , 0.809 , 0.026 , 0.008 ,-0.043 , 0.251 , 0.042 , 0.845 , 0.947 , 1.265 , 0.001 , 0.744
-0.343 ,-0.753 ,-0.554 , 0.017 ,-0.770 ,-1.249 , 0.446 , 1.021 , 1.012 , 0.982 , 0.751 ,-0.015 ,-0.027 , 0.037 ,-0.031 ,-0.004 , 0.759 , 1.260 , 0.398 , 0.508 , 0.829
 1.247 , 1.789 , 3.212 , 1.572 , 3.197 , 0.777 , 0.525 , 1.927 , 1.159 , 1.890 , 0.711 , 0.049 , 0.228 , 0.077 , 0.248 , 0.049 , 0.676 , 0.015 , 0.506 , 0.003 , 0.762
-0.781 ,-1.314 ,-2.781 , 0.942 ,-2.883 ,-1.345 , 0.511 , 1.901 , 1.154 , 1.890 , 0.912 ,-0.037 ,-0.244 , 0.069 ,-0.249 ,-0.045 , 0.672 , 0.006 , 0.542 , 0.002 , 0.585
 1.400 , 2.244 , 1.040 , 3.518 , 3.510 , 1.216 , 0.645 , 1.126 , 1.941 , 1.892 , 0.847 ,-0.012 , 0.038 , 0.227 , 0.249 , 0.053 , 1.013 , 0.776 , 0.017 , 0.003 , 0.596
 0.619 , 1.054 , 1.824 ,-0.084 , 0.556 , 1.825 , 0.485 , 1.136 , 0.943 , 0.939 , 1.066 ,-0.012 ,-0.229 , 0.024 , 0.029 ,-0.006 , 1.072 , 2.402 , 0.953 , 0.649 , 0.995
 2.494 , 2.700 , 1.237 , 2.819 , 2.774 , 2.738 , 0.762 , 1.215 , 1.897 , 1.911 , 1.101 ,-0.059 ,-0.075 , 0.242 , 0.236 ,-0.013 , 1.389 , 1.390 , 0.006 , 0.010 , 0.972
-1.974 ,-1.688 ,-1.371 ,-1.738 ,-1.373 ,-1.988 , 0.550 , 1.146 , 1.344 , 1.129 , 0.875 ,-0.053 ,-0.061 ,-0.093 ,-0.005 ,-0.069 , 0.638 , 0.604 , 0.192 , 0.965 , 0.569
 0.938 , 0.667 ,-1.649 , 0.127 , 1.602 , 1.964 , 0.479 , 1.242 , 1.004 , 1.233 , 1.085 ,-0.028 ,-0.050 , 0.025 , 0.098 ,-0.100 , 1.021 , 0.688 , 0.520 , 0.284 , 1.639
 1.879 , 1.523 , 2.195 , 0.274 , 1.424 , 1.886 , 0.519 , 1.122 , 1.021 , 1.244 , 0.916 , 0.068 , 0.038 , 0.036 , 0.100 , 0.088 , 0.447 , 0.783 , 0.388 , 0.268 , 0.248
 1.446 , 1.267 , 1.520 , 1.828 , 1.644 , 0.712 , 0.499 , 1.189 , 1.189 , 1.181 , 0.737 ,-0.005 ,-0.066 , 0.017 , 0.096 ,-0.005 , 1.035 , 1.418 , 0.855 , 0.366 , 1.014
 1.738 , 1.412 , 0.636 , 1.191 , 1.617 , 1.841 , 0.571 , 1.141 , 1.272 , 1.144 , 1.070 , 0.013 , 0.032 , 0.100 , 0.065 ,-0.077 , 0.885 , 0.808 , 0.236 , 0.609 , 1.515
 0.407 , 0.906 , 0.330 , 0.521 , 0.823 , 1.492 , 0.440 , 0.937 , 0.950 , 1.056 , 0.736 , 0.017 ,-0.009 , 0.028 , 0.026 , 0.037 , 0.856 , 1.134 , 0.917 , 0.431 , 0.784
-0.294 , 0.271 , 0.572 , 0.388 , 0.201 , 0.086 , 0.429 , 0.945 , 0.949 , 0.974 , 0.681 , 0.033 , 0.014 , 0.038 , 0.039 , 0.048 , 1.103 , 1.021 , 1.067 , 0.815 , 1.296
 2.052 , 1.636 , 1.295 , 0.188 , 3.473 , 1.767 , 0.522 , 1.175 , 0.975 , 1.937 , 0.809 , 0.004 , 0.075 , 0.003 , 0.236 , 0.064 , 1.008 , 0.508 , 1.102 , 0.012 , 0.604
 0.575 , 0.222 ,-0.477 ,-0.371 , 1.860 , 0.121 , 0.425 , 0.931 , 0.933 , 1.153 , 0.660 , 0.015 , 0.026 , 0.063 , 0.025 ,-0.007 , 1.049 , 0.678 , 1.444 , 0.864 , 0.843
 0.763 , 0.561 , 0.462 , 0.875 ,-0.441 , 1.064 , 0.453 , 0.944 , 1.213 , 1.025 , 0.803 ,-0.035 ,-0.026 , 0.092 , 0.062 , 0.003 , 1.205 , 0.770 , 0.340 , 2.543 , 0.971
 0.912 , 0.913 , 1.570 , 1.054 ,-0.086 , 1.131 , 0.441 , 1.151 , 0.957 , 0.946 , 0.739 ,-0.056 ,-0.053 ,-0.008 ,-0.006 ,-0.171 , 1.344 , 1.309 , 1.023 , 0.821 , 2.096
-0.786 ,-1.081 ,-1.340 ,-0.840 ,-1.128 ,-1.058 , 0.537 , 1.243 , 1.133 , 1.216 , 0.839 ,-0.046 ,-0.080 , 0.003 ,-0.001 ,-0.089 , 0.679 , 0.359 , 1.008 , 1.057 , 0.406
-1.076 ,-0.476 ,-0.076 , 0.774 ,-1.213 ,-0.893 , 0.434 , 0.991 , 1.156 , 1.133 , 0.685 ,-0.018 ,-0.032 , 0.078 ,-0.040 ,-0.028 , 0.672 , 0.534 , 0.514 , 0.762 , 0.682
 0.084 , 0.060 ,-0.510 , 1.131 ,-0.028 ,-0.153 , 0.445 , 1.079 , 1.150 , 0.995 , 0.696 ,-0.022 ,-0.033 ,-0.150 ,-0.043 , 0.053 , 1.275 , 1.029 , 1.895 , 0.739 , 1.592
 1.991 , 2.045 , 1.404 , 1.737 , 1.462 , 3.290 , 0.650 , 1.178 , 1.276 , 1.158 , 1.871 , 0.078 , 0.091 , 0.102 , 0.026 , 0.167 , 0.447 , 0.383 , 0.226 , 0.826 , 0.004
-1.055 ,-1.073 ,-1.521 ,-3.163 , 0.538 ,-0.804 , 0.479 , 1.166 , 1.925 , 0.980 , 0.694 , 0.057 ,-0.026 ,-0.239 ,-0.010 ,-0.023 , 1.332 , 0.798 , 0.010 , 1.392 , 0.693
 2.789 , 2.801 , 1.929 , 2.574 , 3.463 , 2.431 , 0.758 , 1.181 , 1.914 , 1.928 , 1.068 ,-0.045 ,-0.185 , 0.238 , 0.233 , 0.052 , 1.305 , 2.151 , 0.009 , 0.013 , 0.620
 1.456 , 1.346 , 1.497 , 1.993 , 0.306 , 1.424 , 0.482 , 0.926 , 1.185 , 1.081 , 0.824 ,-0.022 , 0.012 , 0.054 , 0.018 , 0.053 , 1.137 , 0.801 , 0.598 , 1.854 , 0.638
-0.366 ,-0.693 ,-2.385 ,-0.516 , 0.153 ,-0.591 , 0.437 , 1.885 , 0.951 , 1.005 , 0.677 , 0.000 ,-0.252 ,-0.009 , 0.036 , 0.046 , 0.846 , 0.001 , 0.932 , 0.431 , 1.173
 0.456 ,-0.053 , 1.151 , 0.860 ,-0.258 ,-1.068 , 0.429 , 1.146 , 1.130 , 0.995 , 0.825 ,-0.020 , 0.069 ,-0.067 ,-0.051 ,-0.069 , 0.759 , 0.586 , 1.377 , 0.938 , 0.537
-1.004 ,-0.664 , 0.466 ,-1.144 , 0.324 ,-1.436 , 0.435 , 1.021 , 1.163 , 1.009 , 0.702 ,-0.025 , 0.034 ,-0.084 , 0.035 , 0.032 , 0.766 , 0.413 , 0.457 , 0.432 , 1.177
